Sio2_Arctic,Sio2_Atlantic,Sio2_Indiana,Sio2_Southern,,,TiO2_Arctic,TiO2_Atlantic,TiO2_Indiana,TiO2_Southern,,,Al2O3_Arctic,Al2O3_Atlantic,Al2O3_Indiana,Al2O3_Southern
,49.77,,,,,,1,,,,,,16.4,,
,50.13,,,,,,1.02,,,,,,16.26,,
,51.43,,,,,,1.12,,,,,,14.83,,
,48.5,,,,,,1.05,,,,,,16.13,,
,50.52,,,,,,1.01,,,,,,16.28,,
,51.16,,,,,,1.24,,,,,,14.51,,
,51.73,,,,,,1.25,,,,,,14.91,,
,51.23,,,,,,1.25,,,,,,14.54,,
,51.46,,,,,,1.12,,,,,,15.05,,
,51.43,,,,,,1.12,,,,,,14.83,,
,48.06,,,,,,1,,,,,,17.59,,
,50.41,,,,,,1.02,,,,,,16.29,,
,50.69,,,,,,1.02,,,,,,16.21,,
,51.54,,,,,,1.18,,,,,,14.88,,
,51.54,,,,,,1.18,,,,,,14.88,,
,51.54,,,,,,1.18,,,,,,14.88,,
,51.43,,,,,,1.12,,,,,,14.83,,
,51.73,,,,,,1.17,,,,,,14.91,,
,51.73,,,,,,1.17,,,,,,14.91,,
,51.73,,,,,,1.17,,,,,,14.91,,
,50.73,,,,,,1.03,,,,,,16.4,,
,50.54,,,,,,1,,,,,,16.74,,
,50.23,,,,,,1.03,,,,,,15.89,,
,50.08,,,,,,1.04,,,,,,15.83,,
,49.38,,,,,,0.99,,,,,,16.39,,
,50.67,,,,,,1.01,,,,,,16.67,,
,50.22,,,,,,0.97,,,,,,17.08,,
,50.32,,,,,,0.98,,,,,,16.62,,
,49,,,,,,1.02,,,,,,16.9,,
,48.46,,,,,,1.05,,,,,,16.18,,
,48.27,,,,,,1.06,,,,,,14.16,,
,49.69,,,,,,1,,,,,,16.51,,
,49.96,,,,,,1,,,,,,16.33,,
,49.12,,,,,,1.03,,,,,,16.43,,
,49.82,,,,,,1.04,,,,,,16.17,,
,51.62,,,,,,1.17,,,,,,15.09,,
,51.62,,,,,,1.17,,,,,,15.09,,
,50.41,,,,,,1.01,,,,,,16.32,,
,49.43,,,,,,1.03,,,,,,15.9,,
,49.5,,,,,,1.04,,,,,,15.41,,
,50.79,,,,,,1.65,,,,,,15.62,,
,48.25,,,,,,1.07,,,,,,15.23,,
,45.36,,,,,,1.01,,,,,,15.09,,
,50.19,,,,,,1.02,,,,,,16.49,,
,50.82,,,,,,1.03,,,,,,16.37,,
,50.45,,,,,,0.79,,,,,,16.74,,
,49.93,,,,,,1.03,,,,,,16.06,,
,51.2,,,,,,1.05,,,,,,16.53,,
,50.24,,,,,,1.03,,,,,,16.22,,
,50.77,,,,,,1.01,,,,,,16.43,,
,51.28,,,,,,1.12,,,,,,15.6,,
,50.14,,,,,,0.92,,,,,,16.38,,
,50.76,,,,,,0.84,,,,,,15.32,,
,50.14,,,,,,1.02,,,,,,16.06,,
,50.75,,,,,,1.02,,,,,,16.33,,
,50.82,,,,,,1.01,,,,,,16.47,,
,49.94,,,,,,1.01,,,,,,16.44,,
,49.58,,,,,,1.01,,,,,,16.3,,
,50.68,,,,,,1,,,,,,16.22,,
,49.05,,,,,,1.03,,,,,,16.64,,
,49.86,,,,,,1.04,,,,,,15.86,,
,50.08,,,,,,0.95,,,,,,15.95,,
,49.67,,,,,,0.98,,,,,,16.12,,
,49.07,,,,,,1.05,,,,,,16.01,,
,50.47,,,,,,1.04,,,,,,16.36,,
,50.52,,,,,,1.01,,,,,,16.42,,
,48.41,,,,,,0.98,,,,,,15.85,,
,48.7,,,,,,1.03,,,,,,16.3,,
,50.79,,,,,,1.01,,,,,,16.13,,
,50.62,,,,,,1.05,,,,,,16.65,,
,49.42,,,,,,0.99,,,,,,16.33,,
,49.52,,,,,,1,,,,,,16.21,,
,49.61,,,,,,1.01,,,,,,16.23,,
,47.2,,,,,,0.73,,,,,,15.03,,
,47.7,,,,,,0.75,,,,,,15.32,,
,49.63,,,,,,0.84,,,,,,15.61,,
,49.63,,,,,,0.87,,,,,,15.92,,
,46.49,,,,,,73,,,,,,15.14,,
,46.5,,,,,,0.76,,,,,,14.9,,
,50.69,,,,,,0.8,,,,,,16.47,,
,50.69,,,,,,0.8,,,,,,16.47,,
,48.37,,,,,,0.76,,,,,,15.5,,
,49.6,,,,,,0.75,,,,,,16.46,,
,49.6,,,,,,0.75,,,,,,16.46,,
,47.71,,,,,,0.74,,,,,,14.24,,
,46.66,,,,,,0.7,,,,,,14.79,,
,48.06,,,,,,0.74,,,,,,14.71,,
,50.45,,,,,,0.79,,,,,,16.74,,
,50.1,,,,,,0.76,,,,,,16.46,,
,50.1,,,,,,0.76,,,,,,16.46,,
,49.42,,,,,,0.88,,,,,,15.68,,
,50.34,,,,,,0.79,,,,,,16.41,,
,50.34,,,,,,0.79,,,,,,16.41,,
,46.99,,,,,,0.7,,,,,,14.7,,
,50.35,,,,,,0.88,,,,,,15.87,,
,47.24,,,,,,0.74,,,,,,13.82,,
,48.36,,,,,,0.69,,,,,,14.24,,
,48.89,,,,,,0.99,,,,,,16.14,,
,47.8,,,,,,0.62,,,,,,13.06,,
,48.13,,,,,,0.76,,,,,,14.41,,
,46.54,,,,,,0.73,,,,,,13.93,,
,46.3,,,,,,0.73,,,,,,14,,
,50.12,,,,,,0.84,,,,,,15.83,,
,48.69,,,,,,0.76,,,,,,15.54,,
,49.17,,,,,,0.77,,,,,,16.53,,
,48.87,,,,,,0.74,,,,,,14.94,,
,48.84,,,,,,0.76,,,,,,15.4,,
,49.4,,,,,,0.68,,,,,,15.8,,
,50.13,,,,,,0.76,,,,,,16.3,,
,50.13,,,,,,0.76,,,,,,16.3,,
,50.13,,,,,,0.77,,,,,,16.26,,
,50.13,,,,,,0.77,,,,,,16.26,,
,50.05,,,,,,0.76,,,,,,16.37,,
,50.05,,,,,,0.76,,,,,,16.37,,
,48.67,,,,,,0.74,,,,,,15.06,,
,48.61,,,,,,0.7,,,,,,14.36,,
,47.38,,,,,,0.68,,,,,,14,,
,50.15,,,,,,0.73,,,,,,16.52,,
,50.15,,,,,,0.73,,,,,,16.52,,
,49.14,,,,,,0.7,,,,,,15.96,,
,48.99,,,,,,0.75,,,,,,15,,
,49.3,,,,,,0.72,,,,,,15.3,,
,48.5,,,,,,0.6,,,,,,15.27,,
,50.74,,,,,,0.8,,,,,,16.66,,
,50.74,,,,,,0.8,,,,,,16.66,,
,49.94,,,,,,0.66,,,,,,17.18,,
,49.94,,,,,,0.66,,,,,,17.18,,
,49.54,,,,,,0.64,,,,,,16.47,,
,48.75,,,,,,0.65,,,,,,16.54,,
,49.4,,,,,,0.76,,,,,,16.18,,
,48.94,,,,,,0.7,,,,,,16.25,,
,49.78,,,,,,0.63,,,,,,16.78,,
,50.04,,,,,,0.65,,,,,,16.81,,
,50.55,,,,,,0.66,,,,,,16.7,,
,50.55,,,,,,0.66,,,,,,16.7,,
,49.41,,,,,,0.66,,,,,,16.83,,
,49.74,,,,,,0.72,,,,,,16.17,,
,49.97,,,,,,0.69,,,,,,16.88,,
,49.97,,,,,,0.69,,,,,,16.88,,
,48.53,,,,,,0.59,,,,,,14.97,,
,50.34,,,,,,0.66,,,,,,17.3,,
,50.34,,,,,,0.66,,,,,,17.3,,
,49.94,,,,,,0.64,,,,,,16.65,,
,49.94,,,,,,0.64,,,,,,16.65,,
,47.08,,,,,,0.52,,,,,,13.29,,
,46.33,,,,,,0.59,,,,,,15.32,,
,45.89,,,,,,0.51,,,,,,12.95,,
,47.89,,,,,,0.61,,,,,,15.52,,
,46.04,,,,,,0.57,,,,,,13.71,,
,51.45,,,,,,1.55,,,,,,15.01,,
,46.71,,,,,,0.5,,,,,,12.44,,
,49.42,,,,,,0.63,,,,,,16.52,,
,45.2,,,,,,0.47,,,,,,12.34,,
,48,,,,,,0.46,,,,,,13.5,,
,49.42,,,,,,0.63,,,,,,16.52,,
,49.27,,,,,,0.7,,,,,,16.11,,
,48.64,,,,,,0.69,,,,,,16.09,,
,47.94,,,,,,0.61,,,,,,15.21,,
,50.5,,,,,,0.65,,,,,,16.87,,
,50.5,,,,,,0.65,,,,,,16.87,,
,49.02,,,,,,0.7,,,,,,16.03,,
,47.87,,,,,,0.61,,,,,,16.08,,
,50.17,,,,,,0.67,,,,,,16.78,,
,50.17,,,,,,0.67,,,,,,16.78,,
,49.52,,,,,,0.65,,,,,,16.5,,
,49.52,,,,,,0.65,,,,,,16.5,,
,43.4,,,,,,0.56,,,,,,12.84,,
,47.3,,,,,,0.52,,,,,,13.14,,
,48.55,,,,,,0.82,,,,,,16.43,,
,47.22,,,,,,0.5,,,,,,13.3,,
,51.24,,,,,,0.86,,,,,,15.59,,
,48.14,,,,,,0.81,,,,,,16.28,,
,46.26,,,,,,0.78,,,,,,15.81,,
,49.3,,,,,,0.8,,,,,,17,,
,48.81,,,,,,0.69,,,,,,16.36,,
,48.81,,,,,,0.69,,,,,,16.36,,
,50.49,,,,,,0.88,,,,,,16.06,,
,44.59,,,,,,0.8,,,,,,16.65,,
,49.81,,,,,,0.97,,,,,,15.59,,
,47.87,,,,,,0.83,,,,,,15.56,,
,49.87,,,,,,1,,,,,,15.6,,
,50.09,,,,,,0.97,,,,,,15.6,,
,49.4,,,,,,1.13,,,,,,17.08,,
,50.56,,,,,,0.9,,,,,,16.09,,
,50.56,,,,,,0.9,,,,,,16.09,,
,50.6,,,,,,0.9,,,,,,15.96,,
,50.6,,,,,,0.9,,,,,,15.96,,
,47.04,,,,,,0.86,,,,,,17.57,,
,49.57,,,,,,0.74,,,,,,16.31,,
,49.91,,,,,,0.94,,,,,,15.49,,
,49.96,,,,,,0.97,,,,,,15.73,,
,51.07,,,,,,0.89,,,,,,16.31,,
,51.07,,,,,,0.89,,,,,,16.31,,
,50.32,,,,,,0.89,,,,,,15.81,,
,50.32,,,,,,0.89,,,,,,15.81,,
,47.25,,,,,,0.78,,,,,,16.23,,
,49.6,,,,,,0.77,,,,,,16.1,,
,,,,,,,,,,,,,,,
,45.19,,,,,,0.82,,,,,,16.85,,
,50,,,,,,0.84,,,,,,16.4,,
,49.2,,,,,,0.81,,,,,,16.17,,
,49.95,,,,,,1,,,,,,15.69,,
,48.05,,,,,,0.78,,,,,,16.14,,
,51.52,,,,,,0.89,,,,,,16.12,,
,51.52,,,,,,0.89,,,,,,16.12,,
,49.22,,,,,,0.78,,,,,,16.28,,
,48.95,,,,,,0.8,,,,,,16.33,,
,48.25,,,,,,0.79,,,,,,16.37,,
,49.31,,,,,,0.78,,,,,,16.53,,
,48.75,,,,,,0.77,,,,,,16.1,,
,48.3,,,,,,0.84,,,,,,16.5,,
,50.93,,,,,,1.21,,,,,,14.47,,
,49.7,,,,,,0.81,,,,,,16.5,,
,50.36,,,,,,0.87,,,,,,16.2,,
,49.57,,,,,,0.83,,,,,,16,,
,50.36,,,,,,0.87,,,,,,16.2,,
,48.33,,,,,,0.84,,,,,,16.46,,
,47,,,,,,0.78,,,,,,16.3,,
,50.02,,,,,,0.96,,,,,,15.72,,
,50.51,,,,,,0.9,,,,,,15.98,,
,50.51,,,,,,0.9,,,,,,15.98,,
,48.96,,,,,,0.8,,,,,,16.38,,
,48.98,,,,,,0.83,,,,,,16.41,,
,50.05,,,,,,0.93,,,,,,15.71,,
,50.05,,,,,,0.93,,,,,,15.71,,
,50.31,,,,,,1.11,,,,,,16.57,,
,47.26,,,,,,0.85,,,,,,15.92,,
,49.13,,,,,,0.81,,,,,,16.63,,
,47.89,,,,,,0.79,,,,,,16.21,,
,46.68,,,,,,0.86,,,,,,16.14,,
,50.2,,,,,,1.13,,,,,,14.81,,
,50.13,,,,,,0.82,,,,,,16.15,,
,50.13,,,,,,0.82,,,,,,16.15,,
,47.65,,,,,,0.85,,,,,,15.69,,
,49.45,,,,,,0.84,,,,,,15.91,,
,50.72,,,,,,0.88,,,,,,16.16,,
,50.72,,,,,,0.88,,,,,,16.16,,
,48.62,,,,,,0.8,,,,,,16.27,,
,47.96,,,,,,0.8,,,,,,16.39,,
,48.17,,,,,,0.88,,,,,,15.79,,
,49.18,,,,,,0.95,,,,,,15.35,,
,50.7,,,,,,0.86,,,,,,16.12,,
,50.7,,,,,,0.86,,,,,,16.12,,
,50.71,,,,,,0.91,,,,,,16.23,,
,50.71,,,,,,0.91,,,,,,16.23,,
,49.83,,,,,,0.88,,,,,,15.79,,
,46.42,,,,,,0.74,,,,,,15.57,,
,47.36,,,,,,0.73,,,,,,15.09,,
,46.98,,,,,,0.75,,,,,,15.22,,
,48.9,,,,,,0.89,,,,,,17,,
,50.97,,,,,,1.15,,,,,,15.29,,
,49.07,,,,,,1.16,,,,,,15.04,,
,50.59,,,,,,1.14,,,,,,15.02,,
,47.95,,,,,,1.16,,,,,,15.16,,
,50.29,,,,,,1.14,,,,,,14.94,,
,49.37,,,,,,0.8,,,,,,16.16,,
,49.76,,,,,,1.1,,,,,,14.52,,
,48.56,,,,,,1.09,,,,,,14.58,,
,48.33,,,,,,1.12,,,,,,14.54,,
,49.14,,,,,,0.92,,,,,,17.49,,
,49.3,,,,,,1.14,,,,,,15,,
,48.68,,,,,,1.16,,,,,,14.5,,
,49.74,,,,,,1.1,,,,,,14.93,,
,42.32,,,,,,0.57,,,,,,13.86,,
,48.36,,,,,,0.59,,,,,,14.59,,
,50.1,,,,,,0.66,,,,,,15.3,,
,50.38,,,,,,1.13,,,,,,15.1,,
,47.8,,,,,,0.6,,,,,,16.2,,
,44.37,,,,,,0.54,,,,,,14.22,,
,46.26,,,,,,0.58,,,,,,14.34,,
,47.33,,,,,,1.11,,,,,,14.56,,
,48.9,,,,,,1.13,,,,,,14.57,,
,50.67,,,,,,1.12,,,,,,15.03,,
,50.58,,,,,,0.99,,,,,,14.89,,
,47.66,,,,,,1.11,,,,,,14.89,,
,47.35,,,,,,1.11,,,,,,14.46,,
,44.37,,,,,,1.09,,,,,,13.46,,
,48.51,,,,,,1.08,,,,,,14.52,,
,49.11,,,,,,1.1,,,,,,14.25,,
,50.95,,,,,,1.13,,,,,,15.04,,
,48.06,,,,,,1.05,,,,,,15.01,,
,49.12,,,,,,0.96,,,,,,14.98,,
,46.8,,,,,,0.95,,,,,,14.4,,
,44.26,,,,,,0.47,,,,,,11.97,,
,45.3,,,,,,0.59,,,,,,14.91,,
,48.69,,,,,,1,,,,,,15.24,,
,45.9,,,,,,0.91,,,,,,14.33,,
,45.64,,,,,,0.94,,,,,,14.29,,
,43.1,,,,,,0.6,,,,,,14.8,,
,50.95,,,,,,1.13,,,,,,15.04,,
,47.45,,,,,,1.11,,,,,,15.01,,
,47.91,,,,,,0.64,,,,,,13.91,,
,48.76,,,,,,1.06,,,,,,15.05,,
,48.71,,,,,,0.63,,,,,,15.73,,
,49.49,,,,,,0.94,,,,,,14.53,,
,49.22,,,,,,0.96,,,,,,14.46,,
,46.67,,,,,,0.52,,,,,,13.8,,
,47.74,,,,,,0.53,,,,,,14.05,,
,,,,,,,,,,,,,11.67,,
,,,,,,,0.47,,,,,,,,
,44.22,,,,,,,,,,,,,,
,46.1,,,,,,0.47,,,,,,11.91,,
,44.89,,,,,,0.43,,,,,,11.82,,
,45.91,,,,,,0.52,,,,,,13.62,,
,46,,,,,,0.59,,,,,,13.9,,
,43.72,,,,,,0.36,,,,,,9.78,,
,43.81,,,,,,0.37,,,,,,9.68,,
,43.05,,,,,,0.4,,,,,,9.11,,
,46,,,,,,0.64,,,,,,13.5,,
,45.01,,,,,,0.53,,,,,,13.77,,
,47.1,,,,,,0.56,,,,,,13.95,,
,44.1,,,,,,0.56,,,,,,13.5,,
,44.21,,,,,,0.54,,,,,,13.24,,
,45.92,,,,,,0.6,,,,,,15.44,,
,48.86,,,,,,1.09,,,,,,15.67,,
,50.41,,,,,,0.71,,,,,,16.2,,
,50.41,,,,,,0.71,,,,,,16.2,,
,50.02,,,,,,0.68,,,,,,15.55,,
,50.02,,,,,,0.68,,,,,,15.55,,
,49.9,,,,,,0.73,,,,,,18.2,,
,49.4,,,,,,0.59,,,,,,19,,
,44.74,,,,,,0.48,,,,,,18.1,,
,45.03,,,,,,0.47,,,,,,17.87,,
,50,,,,,,0.68,,,,,,15.81,,
,50,,,,,,0.68,,,,,,15.81,,
,49.65,,,,,,0.65,,,,,,15.81,,
,49.65,,,,,,0.65,,,,,,15.81,,
,48.65,,,,,,0.53,,,,,,19.43,,
,45.43,,,,,,0.54,,,,,,17.83,,
,49.56,,,,,,0.67,,,,,,15.9,,
,49.31,,,,,,0.67,,,,,,15.83,,
,49.31,,,,,,0.67,,,,,,15.83,,
,48.63,,,,,,0.54,,,,,,18.22,,
,48.18,,,,,,0.56,,,,,,18.47,,
,47.3,,,,,,0.6,,,,,,18.4,,
,49.91,,,,,,0.66,,,,,,15.93,,
,49.91,,,,,,0.66,,,,,,15.93,,
,48.87,,,,,,0.59,,,,,,18.49,,
,45.35,,,,,,0.56,,,,,,17.6,,
,46.67,,,,,,0.53,,,,,,18.02,,
,46.62,,,,,,0.49,,,,,,19.11,,
,48.96,,,,,,0.53,,,,,,18.76,,
,47.67,,,,,,0.53,,,,,,18.12,,
,47.51,,,,,,0.51,,,,,,18.2,,
,46.5,,,,,,0.59,,,,,,17.8,,
,45.63,,,,,,0.52,,,,,,17.81,,
,46.4,,,,,,0.52,,,,,,18.11,,
,47.34,,,,,,0.53,,,,,,17.87,,
,50.9,,,,,,0.69,,,,,,16.2,,
,46.68,,,,,,0.62,,,,,,15.85,,
,48.2,,,,,,0.56,,,,,,14.4,,
,47.57,,,,,,0.6,,,,,,15.31,,
,46.67,,,,,,0.6,,,,,,14.78,,
,46.43,,,,,,0.55,,,,,,14.69,,
,45.91,,,,,,0.58,,,,,,13.94,,
,49.41,,,,,,0.93,,,,,,17.79,,
,46.4,,,,,,0.88,,,,,,17.7,,
,45.73,,,,,,0.93,,,,,,17.23,,
,51.08,,,,,,1.12,,,,,,14.96,,
,49.07,,,,,,0.64,,,,,,16.49,,
,47.32,,,,,,0.9,,,,,,17.24,,
,47.36,,,,,,0.91,,,,,,17.78,,
,49.83,,,,,,0.93,,,,,,18.12,,
,48.8,,,,,,0.86,,,,,,17.2,,
,47.07,,,,,,0.56,,,,,,14.48,,
,48.36,,,,,,0.89,,,,,,16.85,,
,48.72,,,,,,0.88,,,,,,17.2,,
,48.94,,,,,,0.87,,,,,,16.86,,
,49.69,,,,,,0.66,,,,,,16.68,,
,49.84,,,,,,0.89,,,,,,17.55,,
,51.84,,,,,,1.13,,,,,,14.23,,
,49.69,,,,,,0.66,,,,,,16.68,,
,51.84,,,,,,1.13,,,,,,14.23,,
,48.61,,,,,,1.03,,,,,,14.43,,
,47.87,,,,,,1.02,,,,,,13.88,,
,49.44,,,,,,0.91,,,,,,17.8,,
,48.74,,,,,,0.64,,,,,,15.69,,
,46.8,,,,,,0.64,,,,,,15.8,,
,49.09,,,,,,0.62,,,,,,15.38,,
,45.41,,,,,,0.58,,,,,,14.34,,
,48.85,,,,,,0.63,,,,,,15.61,,
,46.27,,,,,,0.6,,,,,,15.14,,
,46.6,,,,,,0.58,,,,,,14.8,,
,46.68,,,,,,0.67,,,,,,15.26,,
,49.09,,,,,,0.86,,,,,,17.89,,
,46.15,,,,,,0.71,,,,,,18.61,,
,48.03,,,,,,0.92,,,,,,15.89,,
,48.69,,,,,,0.86,,,,,,16.26,,
,48.11,,,,,,0.9,,,,,,16.07,,
,50.91,,,,,,1.04,,,,,,14.57,,
,50.91,,,,,,1.04,,,,,,14.57,,
,49.28,,,,,,0.89,,,,,,17.54,,
,46.02,,,,,,0.86,,,,,,17.27,,
,47.15,,,,,,0.86,,,,,,16.43,,
,49.37,,,,,,0.86,,,,,,17.56,,
,48.48,,,,,,0.89,,,,,,17.24,,
,47.84,,,,,,0.84,,,,,,17.26,,
,48.56,,,,,,0.86,,,,,,16.61,,
,50.13,,,,,,0.91,,,,,,17.34,,
,47.3,,,,,,0.81,,,,,,17.1,,
,49.09,,,,,,0.93,,,,,,14.49,,
,49.68,,,,,,0.95,,,,,,14.68,,
,48.07,,,,,,0.94,,,,,,14.29,,
,49.27,,,,,,0.95,,,,,,14.6,,
,41.84,,,,,,0.84,,,,,,15.79,,
,46.87,,,,,,0.83,,,,,,16.81,,
,51.53,,,,,,1.21,,,,,,13.8,,
,50.74,,,,,,1.05,,,,,,14.93,,
,50.74,,,,,,1.05,,,,,,14.93,,
,50.36,,,,,,1.24,,,,,,14.58,,
,48.93,,,,,,0.89,,,,,,14.32,,
,49.34,,,,,,1.13,,,,,,14.16,,
,49.57,,,,,,1.08,,,,,,14.75,,
,50.69,,,,,,1.19,,,,,,14.6,,
,48.6,,,,,,0.92,,,,,,14.8,,
,48.49,,,,,,1.18,,,,,,14.23,,
,50.63,,,,,,1.17,,,,,,14.6,,
,51.09,,,,,,0.92,,,,,,14.86,,
,49.77,,,,,,1.15,,,,,,14.36,,
,50.9,,,,,,1.15,,,,,,14.66,,
,50.49,,,,,,1,,,,,,15.36,,
,48.69,,,,,,0.95,,,,,,14.99,,
,47.44,,,,,,0.97,,,,,,15.06,,
,48.77,,,,,,0.97,,,,,,14.84,,
,50.05,,,,,,0.98,,,,,,15.27,,
,51.78,,,,,,1.13,,,,,,14.72,,
,51.78,,,,,,1.13,,,,,,14.72,,
,51.54,,,,,,1.22,,,,,,14.7,,
,51.54,,,,,,1.22,,,,,,14.7,,
,52.09,,,,,,1.34,,,,,,13.52,,
,51.21,,,,,,0.96,,,,,,14.84,,
,50.04,,,,,,0.92,,,,,,14.85,,
,51.19,,,,,,0.93,,,,,,14.9,,
,48.18,,,,,,0.98,,,,,,14.43,,
,49.89,,,,,,0.94,,,,,,14.36,,
,50.93,,,,,,0.95,,,,,,14.83,,
,51.21,,,,,,0.96,,,,,,14.84,,
,50.04,,,,,,0.92,,,,,,14.85,,
,49.4,,,,,,0.9,,,,,,14.2,,
,50.08,,,,,,0.91,,,,,,14.49,,
,51.19,,,,,,0.93,,,,,,14.9,,
,49.99,,,,,,0.92,,,,,,14.53,,
,49.2,,,,,,0.86,,,,,,14.4,,
,51.09,,,,,,0.92,,,,,,14.86,,
,49.37,,,,,,0.92,,,,,,14.37,,
,50.62,,,,,,1.19,,,,,,14.41,,
,49.87,,,,,,1.49,,,,,,14.76,,
,50.91,,,,,,0.87,,,,,,14.65,,
,47.41,,,,,,0.8,,,,,,16.65,,
,50.32,,,,,,0.81,,,,,,16.75,,
,49.96,,,,,,0.81,,,,,,15.57,,
,49.2,,,,,,0.76,,,,,,15.2,,
,50.46,,,,,,0.98,,,,,,14.61,,
,51.17,,,,,,0.85,,,,,,16.95,,
,49.98,,,,,,0.83,,,,,,16.56,,
,50.54,,,,,,0.89,,,,,,14.55,,
,50.07,,,,,,1.08,,,,,,14.8,,
,50.82,,,,,,1.28,,,,,,15.46,,
,49.45,,,,,,1.39,,,,,,15.34,,
,49.76,,,,,,1.29,,,,,,14.95,,
,49.23,,,,,,1.27,,,,,,15.26,,
,48.9,,,,,,1.11,,,,,,14.7,,
,47.18,,,,,,1.27,,,,,,14.43,,
,50.79,,,,,,0.95,,,,,,15.28,,
,49.8,,,,,,0.93,,,,,,14.98,,
,50.28,,,,,,1.26,,,,,,14.78,,
,48.9,,,,,,1.12,,,,,,14.3,,
,47.53,,,,,,0.79,,,,,,16.06,,
,48.09,,,,,,0.87,,,,,,14.55,,
,49.63,,,,,,1.32,,,,,,15.27,,
,51.2,,,,,,1.3,,,,,,14.96,,
,52.54,,,,,,1.5,,,,,,14.62,,
,47.76,,,,,,1.22,,,,,,15.12,,
,51.6,,,,,,1.32,,,,,,15.06,,
,50.44,,,,,,1.41,,,,,,15.13,,
,49.14,,,,,,1.37,,,,,,14.74,,
,48.8,,,,,,1.28,,,,,,14.98,,
,49.71,,,,,,1.26,,,,,,15.21,,
,51.1,,,,,,1.31,,,,,,14.91,,
,49.28,,,,,,1.3,,,,,,14.96,,
,49.59,,,,,,1.28,,,,,,15.11,,
,48.8,,,,,,1.24,,,,,,14.8,,
,46.87,,,,,,1.18,,,,,,15.04,,
,51.08,,,,,,1.23,,,,,,14.91,,
,51.94,,,,,,1.44,,,,,,13.86,,
,51.78,,,,,,1.26,,,,,,15.11,,
,49.72,,,,,,0.72,,,,,,15.95,,
,48.14,,,,,,0.7,,,,,,15.44,,
,46.72,,,,,,0.65,,,,,,15.39,,
,49.49,,,,,,0.69,,,,,,15.76,,
,49.65,,,,,,1.16,,,,,,15.57,,
,51.2,,,,,,1.23,,,,,,14.88,,
,51.45,,,,,,1.19,,,,,,14.8,,
,51.28,,,,,,1.22,,,,,,14.61,,
,49.96,,,,,,1.13,,,,,,15.04,,
,47.9,,,,,,1.03,,,,,,14.3,,
,48.4,,,,,,0.76,,,,,,15.96,,
,45.01,,,,,,0.68,,,,,,15.04,,
,51.67,,,,,,0.95,,,,,,14.92,,
,48.72,,,,,,0.76,,,,,,16.06,,
,47.4,,,,,,0.69,,,,,,15.2,,
,47.38,,,,,,1,,,,,,15.21,,
,50.18,,,,,,0.98,,,,,,15.16,,
,48.4,,,,,,0.88,,,,,,14.6,,
,46.88,,,,,,0.01,,,,,,33.35,,
,49.45,,,,,,0.58,,,,,,16.75,,
,47.29,,,,,,0.54,,,,,,16.72,,
,51.21,,,,,,1.01,,,,,,16.34,,
,50.41,,,,,,0.99,,,,,,16.08,,
,50.29,,,,,,1.01,,,,,,15.22,,
,48.7,,,,,,1,,,,,,14.9,,
,50.06,,,,,,1.51,,,,,,15.17,,
,48.38,,,,,,1.17,,,,,,14.67,,
,50.25,,,,,,1.13,,,,,,14.72,,
,49.49,,,,,,1.11,,,,,,15.69,,
,47.88,,,,,,1.09,,,,,,15.88,,
,50.46,,,,,,1.14,,,,,,16.1,,
,51.51,,,,,,1.14,,,,,,15.1,,
,50.3,,,,,,1.01,,,,,,14.7,,
,51.01,,,,,,1.08,,,,,,15.86,,
,49.54,,,,,,1.08,,,,,,15.86,,
,50.58,,,,,,1.13,,,,,,15.83,,
,49.5,,,,,,1.08,,,,,,15.1,,
,50.8,,,,,,1.12,,,,,,15.77,,
,51.07,,,,,,1.15,,,,,,15.74,,
,49.58,,,,,,1.12,,,,,,15.28,,
,49.49,,,,,,1.12,,,,,,15.17,,
,51.29,,,,,,1.25,,,,,,14.54,,
,51.12,,,,,,0.74,,,,,,14.81,,
,51.29,,,,,,1.24,,,,,,14.58,,
,47.97,,,,,,1.13,,,,,,14.65,,
,50.12,,,,,,1.13,,,,,,15.38,,
,51.44,,,,,,0.76,,,,,,15.17,,
,50.78,,,,,,0.89,,,,,,15.66,,
,49.49,,,,,,0.85,,,,,,15.54,,
,51.41,,,,,,0.92,,,,,,15.13,,
,50.37,,,,,,0.88,,,,,,15.67,,
,50.99,,,,,,0.87,,,,,,15.47,,
,51.82,,,,,,0.95,,,,,,14.87,,
,51.82,,,,,,0.95,,,,,,14.87,,
,51.35,,,,,,0.9,,,,,,15,,
,52.14,,,,,,0.95,,,,,,14.65,,
,52.14,,,,,,0.95,,,,,,14.65,,
,49.9,,,,,,0.86,,,,,,15.43,,
,49.05,,,,,,0.84,,,,,,15.46,,
,51.12,,,,,,0.85,,,,,,15.55,,
,51.67,,,,,,0.89,,,,,,15.8,,
,49.95,,,,,,0.86,,,,,,15.52,,
,50.8,,,,,,0.87,,,,,,15.53,,
,48.94,,,,,,0.73,,,,,,14.63,,
,49.91,,,,,,0.73,,,,,,14.88,,
,51.04,,,,,,0.73,,,,,,14.85,,
,49.61,,,,,,0.73,,,,,,15.78,,
,51.15,,,,,,0.76,,,,,,15.1,,
,52.2,,,,,,0.85,,,,,,14.44,,
,52.2,,,,,,0.85,,,,,,14.44,,
,51.55,,,,,,0.75,,,,,,15.1,,
,52.07,,,,,,0.83,,,,,,14.45,,
